X,Y,Dim2,contrib,correlation,type,REACTOME
LP_17566,LysoPE 18:1,0.030338489,0.000305418,0.056231157,metabolome,29017
LP_17566,LysoPE 18:1,0.030338489,0.000305418,0.056231157,metabolome,29017
LP_000466,LysoPE 18:1,0.071291085,0.001686462,0.136499233,metabolome,29017
LP_000466,LysoPE 18:1,0.071291085,0.001686462,0.136499233,metabolome,29017
LP_000466,LysoPE 18:1,0.071291085,0.001686462,0.136499233,metabolome,29017
LP_17660,LysoPE 20:4,0.037542843,0.000467693,0.047155804,metabolome,29017
PN_024850,Mannitol | Sorbitol | Galactitol,-0.213667829,0.015149015,-0.403967543,metabolome,NA
GC_068,Methyl-beta-D-galactoside,0.126512586,0.005310967,0.296157875,metabolome,17540
GC_007,Methyl Phosphate,-0.029886379,0.000296383,-0.035389742,metabolome,NA
LN_000259,MGDG 32:0,-0.077539784,0.001995057,-0.183554169,metabolome,17615
LN_000301,MGDG 34:1,0.058156723,0.001122292,0.178284725,metabolome,17615
GC_069,myo-Inositol,0.126908982,0.0053443,0.440908276,metabolome,17268
LN_004838,Myristic acid (FA 14:0),-0.169584196,0.009542823,-0.262910846,metabolome,28875
PP_043585,N-(2-Hydroxyethyl)iminodiacetic acid,-0.076752176,0.001954733,-0.15308789,metabolome,NA
PP_043801,N-Acetyl-D-glucosamine | N-Acetyl-D-mannosamine | N-Acetyl-D-galactosamine,0.133108806,0.00587922,0.218516156,metabolome,NA
PP_044065,N-Acetylputrescine,-0.156291936,0.00810549,-0.553570474,metabolome,17768
PP_044281,N-epsilon-Acetyl-L-lysine,-0.083117577,0.002292408,-0.202712579,metabolome,17752
PP_044279,"N-epsilon,N-epsilon,N-epsilon-Trimethyllysine",-0.004763233,7.53E-06,-0.016657147,metabolome,17311
PP_043705,"N,N-Dimethylglycine",-0.158366938,0.008322143,-0.51410511,metabolome,17724
LN_004316,Neoabietic acid (FA 18:1),-0.197155719,0.012898075,-0.247192387,metabolome,29653
PP_049742,Nerolidol,0.039390782,0.000514867,0.152949962,metabolome,59958
GC_040,Nicotinamide,-0.087033759,0.002513516,-0.15007905,metabolome,17154
PP_051191,Nicotinamide adenine dinucleotide,-0.240354692,0.019169524,-0.524168598,metabolome,15846
GC_018,Nonanoic acid,0.155960968,0.008071197,0.064831428,metabolome,29019
PP_039697,Norleucine,0.009872217,3.23E-05,0.050352887,metabolome,18347
PP_044689,O-Acetyl-L-homoserine,-0.227688315,0.017202344,-0.469130379,metabolome,16288
GC_022,O-Acetyl-L-serine,-0.094955437,0.002991891,-0.225626208,metabolome,17981
GC_011,Orthophosphate,0.099340617,0.003274612,0.356879934,metabolome,18367
LN_004922,Palmitic acid (FA 16:0),-0.145553779,0.007029964,-0.280772005,metabolome,15756
LN_004328,Palmitoleic acid (FA 16:1),-0.174182622,0.010067364,-0.201711606,metabolome,28716
LP_19551,PC 28:0,-0.209591376,0.01457649,-0.309022317,metabolome,16110
LP_19912,PC 29:0,-0.054784756,0.000995923,-0.183794698,metabolome,16110
LP_20366,PC 30:0,-0.032141103,0.00034279,-0.125836713,metabolome,16110
LP_20242,PC 30:1,-0.186816733,0.011580776,-0.322759569,metabolome,16110
LP_20242,PC 30:1,-0.186816733,0.011580776,-0.322759569,metabolome,16110
LP_20243,PC 30:1,0.040645102,0.000548179,0.111856005,metabolome,16110
LP_20243,PC 30:1,0.040645102,0.000548179,0.111856005,metabolome,16110
LP_20135,PC 30:2,-0.069564417,0.001605759,-0.198863701,metabolome,16110
LP_20946,PC 31:0,0.013041837,5.64E-05,0.0677828,metabolome,16110
LP_20842,PC 31:1,-0.163041023,0.008820636,-0.45855609,metabolome,16110
LP_20842,PC 31:1,-0.163041023,0.008820636,-0.45855609,metabolome,16110
LP_20842,PC 31:1,-0.163041023,0.008820636,-0.45855609,metabolome,16110
LP_20844,PC 31:1,0.079462888,0.002095245,0.200035345,metabolome,16110
LP_20844,PC 31:1,0.079462888,0.002095245,0.200035345,metabolome,16110
LP_20844,PC 31:1,0.079462888,0.002095245,0.200035345,metabolome,16110
LP_20843,PC 31:1,-0.083246085,0.002299502,-0.254102912,metabolome,16110
LP_20843,PC 31:1,-0.083246085,0.002299502,-0.254102912,metabolome,16110
LP_20843,PC 31:1,-0.083246085,0.002299502,-0.254102912,metabolome,16110
LP_009310,PC 32:0,0.007151468,1.70E-05,0.043842472,metabolome,16110
LP_21506,PC 32:1,0.098450731,0.003216207,0.216974925,metabolome,16110
LP_21506,PC 32:1,0.098450731,0.003216207,0.216974925,metabolome,16110
LP_21506,PC 32:1,0.098450731,0.003216207,0.216974925,metabolome,16110
LP_000763,PC 32:1,0.079424278,0.002093209,0.360903012,metabolome,16110
LP_000763,PC 32:1,0.079424278,0.002093209,0.360903012,metabolome,16110
LP_000763,PC 32:1,0.079424278,0.002093209,0.360903012,metabolome,16110
LP_003029,PC 32:1,-0.178621262,0.010586988,-0.276848568,metabolome,16110
LP_003029,PC 32:1,-0.178621262,0.010586988,-0.276848568,metabolome,16110
LP_003029,PC 32:1,-0.178621262,0.010586988,-0.276848568,metabolome,16110
LP_21385,PC 32:2,-0.052332001,0.000908742,-0.204912642,metabolome,16110
LP_21385,PC 32:2,-0.052332001,0.000908742,-0.204912642,metabolome,16110
LP_002699,PC 32:2,-0.162106219,0.008719779,-0.247145193,metabolome,16110
LP_002699,PC 32:2,-0.162106219,0.008719779,-0.247145193,metabolome,16110
LP_21316,PC 32:3,-0.134404416,0.005994227,-0.257625967,metabolome,16110
LP_22580,PC 33:0,-0.101359261,0.003409047,-0.30841836,metabolome,16110
LP_22580,PC 33:0,-0.101359261,0.003409047,-0.30841836,metabolome,16110
LP_22581,PC 33:0,0.010545962,3.69E-05,0.055768029,metabolome,16110
LP_22581,PC 33:0,0.010545962,3.69E-05,0.055768029,metabolome,16110
LP_003051,PC 33:1,-0.065864194,0.001439478,-0.251731833,metabolome,16110
LP_22256,PC 33:2,-0.117740194,0.004599977,-0.35864007,metabolome,16110
LP_22256,PC 33:2,-0.117740194,0.004599977,-0.35864007,metabolome,16110
LP_22256,PC 33:2,-0.117740194,0.004599977,-0.35864007,metabolome,16110
LP_22254,PC 33:2,-0.157169871,0.008196807,-0.250704165,metabolome,16110
LP_22254,PC 33:2,-0.157169871,0.008196807,-0.250704165,metabolome,16110
LP_22254,PC 33:2,-0.157169871,0.008196807,-0.250704165,metabolome,16110
LP_22253,PC 33:2,-0.177399818,0.010442692,-0.632333039,metabolome,16110
LP_22253,PC 33:2,-0.177399818,0.010442692,-0.632333039,metabolome,16110
LP_22253,PC 33:2,-0.177399818,0.010442692,-0.632333039,metabolome,16110
LP_009288,PC 34:0,0.011541727,4.42E-05,0.067191898,metabolome,16110
LP_009431,PC 34:1,0.017381965,0.000100254,0.123109047,metabolome,16110
LP_23085,PC 34:2,-0.082211813,0.002242718,-0.246454327,metabolome,16110
LP_23085,PC 34:2,-0.082211813,0.002242718,-0.246454327,metabolome,16110
LP_23085,PC 34:2,-0.082211813,0.002242718,-0.246454327,metabolome,16110
LP_23084,PC 34:2,0.160288477,0.008525321,0.246478261,metabolome,16110
LP_23084,PC 34:2,0.160288477,0.008525321,0.246478261,metabolome,16110
LP_23084,PC 34:2,0.160288477,0.008525321,0.246478261,metabolome,16110
LP_000796,PC 34:2,-0.019459597,0.000125653,-0.163785777,metabolome,16110
LP_000796,PC 34:2,-0.019459597,0.000125653,-0.163785777,metabolome,16110
LP_000796,PC 34:2,-0.019459597,0.000125653,-0.163785777,metabolome,16110
LP_22926,PC 34:3,-0.054875267,0.000999216,-0.477484091,metabolome,16110
LP_22926,PC 34:3,-0.054875267,0.000999216,-0.477484091,metabolome,16110
LP_22926,PC 34:3,-0.054875267,0.000999216,-0.477484091,metabolome,16110
LP_22924,PC 34:3,-0.241723146,0.019388428,-0.333891396,metabolome,16110
LP_22924,PC 34:3,-0.241723146,0.019388428,-0.333891396,metabolome,16110
LP_22924,PC 34:3,-0.241723146,0.019388428,-0.333891396,metabolome,16110
LP_000807,PC 34:3,0.024587576,0.000200603,0.110804091,metabolome,16110
LP_000807,PC 34:3,0.024587576,0.000200603,0.110804091,metabolome,16110
LP_000807,PC 34:3,0.024587576,0.000200603,0.110804091,metabolome,16110
LP_22839,PC 34:4,-0.114423988,0.004344505,-0.308664117,metabolome,16110
LP_22758,PC 34:5,-0.194717396,0.012581014,-0.300466671,metabolome,16110
LP_24580,PC 35:0,-0.051491171,0.000879775,-0.227561299,metabolome,16110
LP_24580,PC 35:0,-0.051491171,0.000879775,-0.227561299,metabolome,16110
LP_24581,PC 35:0,-0.32526672,0.035106327,-0.562628125,metabolome,16110
LP_24581,PC 35:0,-0.32526672,0.035106327,-0.562628125,metabolome,16110
LP_003128,PC 35:1,-0.006849924,1.56E-05,-0.034458914,metabolome,16110
LP_003150,PC 35:2,0.008867896,2.61E-05,0.059659845,metabolome,16110
LP_003172,PC 35:3,0.08893868,0.002624747,0.278089146,metabolome,16110
LP_23974,PC 35:4,-0.004447809,6.56E-06,-0.025314455,metabolome,16110
LP_25837,PC 36:0,-0.051665043,0.000885727,-0.185015308,metabolome,16110
LP_009442,PC 36:1,-0.024878316,0.000205375,-0.101505721,metabolome,16110
LP_009409,PC 36:2,0.044556352,0.000658757,0.167411813,metabolome,16110
LP_000851,PC 36:3,0.048346053,0.000775583,0.196625574,metabolome,16110
LP_000851,PC 36:3,0.048346053,0.000775583,0.196625574,metabolome,16110
LP_25128,PC 36:3,-0.218211239,0.015800119,-0.534756379,metabolome,16110
LP_25128,PC 36:3,-0.218211239,0.015800119,-0.534756379,metabolome,16110
LP_24938,PC 36:4,-0.194415471,0.012542028,-0.418058744,metabolome,16110
LP_24938,PC 36:4,-0.194415471,0.012542028,-0.418058744,metabolome,16110
LP_24938,PC 36:4,-0.194415471,0.012542028,-0.418058744,metabolome,16110
LP_009464,PC 36:4,-0.045133917,0.000675946,-0.119463955,metabolome,16110
LP_009464,PC 36:4,-0.045133917,0.000675946,-0.119463955,metabolome,16110
LP_009464,PC 36:4,-0.045133917,0.000675946,-0.119463955,metabolome,16110
LP_24939,PC 36:4,-0.039221098,0.000510441,-0.237641148,metabolome,16110
LP_24939,PC 36:4,-0.039221098,0.000510441,-0.237641148,metabolome,16110
LP_24939,PC 36:4,-0.039221098,0.000510441,-0.237641148,metabolome,16110
LP_24809,PC 36:5,-0.129925947,0.005601417,-0.355432337,metabolome,16110
LP_24809,PC 36:5,-0.129925947,0.005601417,-0.355432337,metabolome,16110
LP_24810,PC 36:5,-0.034350057,0.000391526,-0.153024473,metabolome,16110
LP_24810,PC 36:5,-0.034350057,0.000391526,-0.153024473,metabolome,16110
LP_24676,PC 36:6,-0.130681965,0.005666794,-0.301864068,metabolome,16110
LP_24676,PC 36:6,-0.130681965,0.005666794,-0.301864068,metabolome,16110
LP_24675,PC 36:6,-0.096618355,0.003097601,-0.22931841,metabolome,16110
LP_24675,PC 36:6,-0.096618355,0.003097601,-0.22931841,metabolome,16110
LP_26605,PC 37:1,-0.071109267,0.001677871,-0.4105662,metabolome,16110
LP_26479,PC 37:2,-0.100513674,0.003352405,-0.354981855,metabolome,16110
LP_003249,PC 37:3,-0.08148586,0.002203285,-0.591540484,metabolome,16110
LP_003249,PC 37:3,-0.08148586,0.002203285,-0.591540484,metabolome,16110
LP_26370,PC 37:3,0.061871935,0.001270263,0.31640778,metabolome,16110
LP_26370,PC 37:3,0.061871935,0.001270263,0.31640778,metabolome,16110
LP_26231,PC 37:4,-0.075348031,0.001883866,-0.305837957,metabolome,16110
LP_26231,PC 37:4,-0.075348031,0.001883866,-0.305837957,metabolome,16110
LP_26233,PC 37:4,0.050057452,0.000831464,0.369923743,metabolome,16110
LP_26233,PC 37:4,0.050057452,0.000831464,0.369923743,metabolome,16110
LP_26112,PC 37:5,-0.000618595,1.27E-07,-0.002616861,metabolome,16110
LP_26112,PC 37:5,-0.000618595,1.27E-07,-0.002616861,metabolome,16110
LP_26113,PC 37:5,0.035739468,0.00042384,0.122385033,metabolome,16110
LP_26113,PC 37:5,0.035739468,0.00042384,0.122385033,metabolome,16110
LP_25969,PC 37:6,-0.031375078,0.000326645,-0.0605306,metabolome,16110
LP_25969,PC 37:6,-0.031375078,0.000326645,-0.0605306,metabolome,16110
LP_25971,PC 37:6,-0.0964793,0.003088691,-0.185065052,metabolome,16110
LP_25971,PC 37:6,-0.0964793,0.003088691,-0.185065052,metabolome,16110
LP_000895,PC 38:1,-0.217932341,0.015759756,-0.382191808,metabolome,16110
LP_000895,PC 38:1,-0.217932341,0.015759756,-0.382191808,metabolome,16110
LP_27831,PC 38:1,-0.114865836,0.004378122,-0.269098735,metabolome,16110
LP_27831,PC 38:1,-0.114865836,0.004378122,-0.269098735,metabolome,16110
LP_000906,PC 38:2,-0.072270865,0.001733136,-0.342839914,metabolome,16110
LP_27435,PC 38:3,-0.002421034,1.94E-06,-0.023877378,metabolome,16110
LP_27435,PC 38:3,-0.002421034,1.94E-06,-0.023877378,metabolome,16110
LP_003260,PC 38:3,-0.026547437,0.000233858,-0.198811391,metabolome,16110
LP_003260,PC 38:3,-0.026547437,0.000233858,-0.198811391,metabolome,16110
LP_003271,PC 38:4,-0.019184309,0.000122123,-0.061755796,metabolome,16110
LP_003271,PC 38:4,-0.019184309,0.000122123,-0.061755796,metabolome,16110
LP_27237,PC 38:4,0.023813508,0.000188171,0.277187089,metabolome,16110
LP_27237,PC 38:4,0.023813508,0.000188171,0.277187089,metabolome,16110
LP_27027,PC 38:5,0.0167024,9.26E-05,0.110319133,metabolome,16110
LP_27027,PC 38:5,0.0167024,9.26E-05,0.110319133,metabolome,16110
LP_27027,PC 38:5,0.0167024,9.26E-05,0.110319133,metabolome,16110
LP_27026,PC 38:5,-0.054254781,0.000976747,-0.192920792,metabolome,16110
LP_27026,PC 38:5,-0.054254781,0.000976747,-0.192920792,metabolome,16110
LP_27026,PC 38:5,-0.054254781,0.000976747,-0.192920792,metabolome,16110
LP_27028,PC 38:5,0.012113728,4.87E-05,0.119751367,metabolome,16110
LP_27028,PC 38:5,0.012113728,4.87E-05,0.119751367,metabolome,16110
LP_27028,PC 38:5,0.012113728,4.87E-05,0.119751367,metabolome,16110
LP_26834,PC 38:6,-0.086577023,0.002487204,-0.219259168,metabolome,16110
LP_26834,PC 38:6,-0.086577023,0.002487204,-0.219259168,metabolome,16110
LP_26834,PC 38:6,-0.086577023,0.002487204,-0.219259168,metabolome,16110
LP_26832,PC 38:6,-0.179455438,0.010686103,-0.353382326,metabolome,16110
LP_26832,PC 38:6,-0.179455438,0.010686103,-0.353382326,metabolome,16110
LP_26832,PC 38:6,-0.179455438,0.010686103,-0.353382326,metabolome,16110
LP_26833,PC 38:6,-0.056723377,0.001067653,-0.410780626,metabolome,16110
LP_26833,PC 38:6,-0.056723377,0.001067653,-0.410780626,metabolome,16110
LP_26833,PC 38:6,-0.056723377,0.001067653,-0.410780626,metabolome,16110
LP_26669,PC 38:7,-0.221820093,0.016327056,-0.223587706,metabolome,16110
LP_26669,PC 38:7,-0.221820093,0.016327056,-0.223587706,metabolome,16110
LP_26670,PC 38:7,-0.184880632,0.011341982,-0.326235563,metabolome,16110
LP_26670,PC 38:7,-0.184880632,0.011341982,-0.326235563,metabolome,16110
LP_28513,PC 39:2,-0.06002303,0.001195479,-0.211158949,metabolome,16110
LP_28429,PC 39:3,-0.030971246,0.00031829,-0.140927498,metabolome,16110
LP_28328,PC 39:4,0.042338078,0.000594796,0.180606522,metabolome,16110
LP_28217,PC 39:5,-0.007186935,1.71E-05,-0.061695218,metabolome,16110
LP_28217,PC 39:5,-0.007186935,1.71E-05,-0.061695218,metabolome,16110
LP_28218,PC 39:5,-0.05585594,0.001035249,-0.348901931,metabolome,16110
LP_28218,PC 39:5,-0.05585594,0.001035249,-0.348901931,metabolome,16110
LP_28102,PC 39:6,-0.014953915,7.42E-05,-0.114746003,metabolome,16110
LP_28102,PC 39:6,-0.014953915,7.42E-05,-0.114746003,metabolome,16110
LP_28098,PC 39:6,0.014579512,7.05E-05,0.052477071,metabolome,16110
LP_28098,PC 39:6,0.014579512,7.05E-05,0.052477071,metabolome,16110
LP_27944,PC 39:7,-0.103411719,0.003548507,-0.43114477,metabolome,16110
LP_29671,PC 40:0,-0.137992568,0.006318551,-0.336958705,metabolome,16110
LP_000961,PC 40:1,-0.196368236,0.012795245,-0.254978821,metabolome,16110
LP_29382,PC 40:2,-0.074469902,0.001840211,-0.250367638,metabolome,16110
LP_29264,PC 40:3,0.001205701,4.82E-07,0.00900372,metabolome,16110
LP_29264,PC 40:3,0.001205701,4.82E-07,0.00900372,metabolome,16110
LP_29265,PC 40:3,-0.035740911,0.000423875,-0.153370627,metabolome,16110
LP_29265,PC 40:3,-0.035740911,0.000423875,-0.153370627,metabolome,16110
LP_29154,PC 40:4,-0.018806736,0.000117363,-0.11135435,metabolome,16110
LP_29154,PC 40:4,-0.018806736,0.000117363,-0.11135435,metabolome,16110
LP_29154,PC 40:4,-0.018806736,0.000117363,-0.11135435,metabolome,16110
LP_29153,PC 40:4,-0.018406985,0.000112427,-0.111890905,metabolome,16110
LP_29153,PC 40:4,-0.018406985,0.000112427,-0.111890905,metabolome,16110
LP_29153,PC 40:4,-0.018406985,0.000112427,-0.111890905,metabolome,16110
LP_29155,PC 40:4,-0.09749693,0.003154191,-0.453882863,metabolome,16110
LP_29155,PC 40:4,-0.09749693,0.003154191,-0.453882863,metabolome,16110
LP_29155,PC 40:4,-0.09749693,0.003154191,-0.453882863,metabolome,16110
LP_29011,PC 40:5,-0.01805879,0.000108214,-0.140381219,metabolome,16110
LP_29011,PC 40:5,-0.01805879,0.000108214,-0.140381219,metabolome,16110
LP_29011,PC 40:5,-0.01805879,0.000108214,-0.140381219,metabolome,16110
LP_29012,PC 40:5,-0.120011375,0.004779153,-0.297872675,metabolome,16110
LP_29012,PC 40:5,-0.120011375,0.004779153,-0.297872675,metabolome,16110
LP_29012,PC 40:5,-0.120011375,0.004779153,-0.297872675,metabolome,16110
LP_29013,PC 40:5,-0.060659172,0.001220953,-0.312918763,metabolome,16110
LP_29013,PC 40:5,-0.060659172,0.001220953,-0.312918763,metabolome,16110
LP_29013,PC 40:5,-0.060659172,0.001220953,-0.312918763,metabolome,16110
LP_28871,PC 40:6,-0.052059238,0.000899294,-0.253738284,metabolome,16110
LP_28871,PC 40:6,-0.052059238,0.000899294,-0.253738284,metabolome,16110
LP_28868,PC 40:6,0.043365973,0.000624028,0.297927794,metabolome,16110
LP_28868,PC 40:6,0.043365973,0.000624028,0.297927794,metabolome,16110
LP_28693,PC 40:7,-0.087311382,0.002529577,-0.362231372,metabolome,16110
LP_28693,PC 40:7,-0.087311382,0.002529577,-0.362231372,metabolome,16110
LP_28691,PC 40:7,-0.041335248,0.000566953,-0.243090302,metabolome,16110
LP_28691,PC 40:7,-0.041335248,0.000566953,-0.243090302,metabolome,16110
LP_28580,PC 40:8,-0.201579305,0.013483356,-0.482165787,metabolome,16110
LP_28580,PC 40:8,-0.201579305,0.013483356,-0.482165787,metabolome,16110
LP_28579,PC 40:8,-0.069724029,0.001613136,-0.36875529,metabolome,16110
LP_28579,PC 40:8,-0.069724029,0.001613136,-0.36875529,metabolome,16110
LP_31304,PC 42:0,-0.229278983,0.01744354,-0.411115299,metabolome,16110
LP_000983,PC 42:1,-0.125496105,0.005225967,-0.294940443,metabolome,16110
LP_000983,PC 42:1,-0.125496105,0.005225967,-0.294940443,metabolome,16110
LP_31152,PC 42:1,-0.134218812,0.005977683,-0.261403928,metabolome,16110
LP_31152,PC 42:1,-0.134218812,0.005977683,-0.261403928,metabolome,16110
LP_30125,PC 42:10,-0.212932121,0.015044872,-0.540074122,metabolome,16110
LP_30125,PC 42:10,-0.212932121,0.015044872,-0.540074122,metabolome,16110
LP_30123,PC 42:10,-0.130305458,0.005634188,-0.382981734,metabolome,16110
LP_30123,PC 42:10,-0.130305458,0.005634188,-0.382981734,metabolome,16110
LP_30020,PC 42:11,-0.183779183,0.011207242,-0.464207798,metabolome,16110
LP_30997,PC 42:2,-0.133503177,0.005914109,-0.328533897,metabolome,16110
LP_30997,PC 42:2,-0.133503177,0.005914109,-0.328533897,metabolome,16110
LP_000994,PC 42:2,-0.171614208,0.009772656,-0.42897237,metabolome,16110
LP_000994,PC 42:2,-0.171614208,0.009772656,-0.42897237,metabolome,16110
LP_30874,PC 42:3,-0.11755029,0.00458515,-0.296025839,metabolome,16110
LP_30738,PC 42:4,-0.054473287,0.000984631,-0.271458684,metabolome,16110
LP_30620,PC 42:5,-0.192431287,0.012287329,-0.344045194,metabolome,16110
LP_30620,PC 42:5,-0.192431287,0.012287329,-0.344045194,metabolome,16110
LP_30618,PC 42:5,-0.10529563,0.003678975,-0.139339692,metabolome,16110
LP_30618,PC 42:5,-0.10529563,0.003678975,-0.139339692,metabolome,16110
LP_30507,PC 42:6,-0.042731547,0.000605903,-0.252721789,metabolome,16110
LP_30507,PC 42:6,-0.042731547,0.000605903,-0.252721789,metabolome,16110
LP_30508,PC 42:6,-0.173030681,0.009934645,-0.361875513,metabolome,16110
LP_30508,PC 42:6,-0.173030681,0.009934645,-0.361875513,metabolome,16110
LP_30420,PC 42:7,-0.235804589,0.018450606,-0.464729107,metabolome,16110
LP_30315,PC 42:8,0.025150865,0.0002099,0.091225874,metabolome,16110
LP_30315,PC 42:8,0.025150865,0.0002099,0.091225874,metabolome,16110
LP_30314,PC 42:8,-0.068209344,0.00154381,-0.205656452,metabolome,16110
LP_30314,PC 42:8,-0.068209344,0.00154381,-0.205656452,metabolome,16110
LP_30223,PC 42:9,-0.10988107,0.004006378,-0.343694395,metabolome,16110
LP_32021,PC 43:1,-0.164096928,0.008935257,-0.315259262,metabolome,16110
LP_31909,PC 43:2,-0.100424731,0.003346474,-0.22110121,metabolome,16110
LP_32967,PC 44:0,-0.278279817,0.025696238,-0.493829322,metabolome,16110
LP_32840,PC 44:1,-0.206936331,0.014209527,-0.319177486,metabolome,16110
LP_32840,PC 44:1,-0.206936331,0.014209527,-0.319177486,metabolome,16110
LP_32839,PC 44:1,-0.272654338,0.02466783,-0.485774601,metabolome,16110
LP_32839,PC 44:1,-0.272654338,0.02466783,-0.485774601,metabolome,16110
LP_31815,PC 44:10,-0.058907378,0.001151451,-0.241448245,metabolome,16110
LP_31815,PC 44:10,-0.058907378,0.001151451,-0.241448245,metabolome,16110
LP_31814,PC 44:10,-0.159823547,0.008475936,-0.410178761,metabolome,16110
LP_31814,PC 44:10,-0.159823547,0.008475936,-0.410178761,metabolome,16110
LP_31689,PC 44:11,-0.164814633,0.009013587,-0.431340221,metabolome,16110
LP_31538,PC 44:12,-0.242453949,0.01950584,-0.564909367,metabolome,16110
LP_32700,PC 44:2,-0.243795626,0.019722318,-0.414622634,metabolome,16110
LP_32700,PC 44:2,-0.243795626,0.019722318,-0.414622634,metabolome,16110
LP_32699,PC 44:2,-0.176725744,0.010363484,-0.366056573,metabolome,16110
LP_32699,PC 44:2,-0.176725744,0.010363484,-0.366056573,metabolome,16110
LP_32439,PC 44:4,-0.114709269,0.004366195,-0.341168955,metabolome,16110
LP_32439,PC 44:4,-0.114709269,0.004366195,-0.341168955,metabolome,16110
LP_32436,PC 44:4,-0.07167528,0.001704688,-0.29898298,metabolome,16110
LP_32436,PC 44:4,-0.07167528,0.001704688,-0.29898298,metabolome,16110
