#chrom	txStart	txEnd	refseq	score	strand	symbol
chrX	119871770	119876666	NM_004541	0.606	+	NDUFA1
chr1	197201461	197478455	NM_001257965	0.606	+	CRB1
chr2	128091207	128195675	NR_027671	0.606	+	UGGT1
chr2	191678135	191688522	NR_045623	0.606	+	NABP1
chr3	100709541	100748967	NM_001195478	0.606	+	TFG
chr3	139357590	139389680	NM_004766	0.606	-	COPB2
chr3	139357590	139389680	NR_023350	0.606	-	COPB2
chr12	10603764	10613609	NM_018048	0.606	-	MAGOHB
chr17	50381232	50397553	NM_018509	0.606	-	LRRC59
chr2	191678134	191688522	NM_001031716	0.606	+	NABP1
chr8	23429151	23457731	NM_001128930	0.606	-	ENTPD4
chr8	23429151	23457731	NM_004901	0.606	-	ENTPD4
chr1	52350592	52366205	NM_032449	0.606	-	CC2D1B
chr11	61792636	61797242	NM_004111	0.606	+	FEN1
chr11	46603305	46617227	NM_173811	0.606	-	HARBI1
chr14	69767116	69772005	NM_006925	0.606	+	SRSF5
chr3	57571362	57597488	NM_001660	0.606	-	ARF4
chr4	47847232	47914667	NM_001278623	0.606	-	NFXL1
chr4	47847232	47914667	NR_103795	0.606	-	NFXL1
chr6	117675453	117710723	NM_138459	0.606	+	NUS1
chr7	140333751	140398550	NM_001287498	0.606	-	SLC37A3
chr7	140333751	140398550	NM_032295	0.606	-	SLC37A3
chr7	140333751	140398550	NM_207113	0.606	-	SLC37A3
chr8	66775180	66862022	NM_013257	0.606	+	SGK3
chr8	53715542	53843311	NM_015941	0.606	-	ATP6V1H
chr8	66775180	66862022	NM_170709	0.606	+	SGK3
chr8	53715542	53843311	NM_213619	0.606	-	ATP6V1H
chr17	76389531	76453206	NM_022066	0.606	-	UBE2O
chr2	108719480	108785811	NM_006267	0.606	+	RANBP2
chr6	73515749	73521032	NM_001402	0.606	-	EEF1A1
chrX	101623129	101627841	NM_016607	0.606	+	ARMCX3
chrX	101623129	101627841	NM_177947	0.606	+	ARMCX3
chr1	25242248	25247494	NM_020317	0.606	-	RSRP1
chr11	5663194	5685109	NM_033034	0.606	-	TRIM5
chr11	5663194	5685109	NM_033092	0.606	-	TRIM5
chr11	5663194	5685109	NM_033093	0.606	-	TRIM5
chr13	36949770	36999367	NM_001142364	0.606	-	ALG5
chr13	36949770	36999367	NM_013338	0.606	-	ALG5
chr17	36513073	36535457	NM_001033580	0.606	-	MYO19
chr17	36495754	36535457	NM_001163735	0.606	-	MYO19
chr17	36495754	36535457	NM_025109	0.606	-	MYO19
chr5	127517608	127555088	NM_001286808	0.606	+	PRRC1
chr5	127517608	127555088	NM_130809	0.606	+	PRRC1
chr6	87155550	87263688	NM_015021	0.606	+	ZNF292
chr7	4775630	4794395	NM_014855	0.606	+	AP5Z1
chrX	1591592	1602518	NM_005088	0.606	+	AKAP17A
chrX	1591592	1602514	NR_027383	0.606	+	AKAP17A
chr1	120155941	120176521	NM_004892	0.606	-	SEC22B
chr10	118680981	118755246	NM_153810	0.606	-	CACUL1
chr12	120443960	120446412	NM_016399	0.606	-	TRIAP1
chr10	32446081	32574564	NM_001026383	0.606	+	CCDC7
chr10	32446081	32574564	NM_145023	0.606	+	CCDC7
chr10	32446081	32574564	NR_109826	0.606	+	CCDC7
chr10	32446081	32514583	NR_109827	0.606	+	CCDC7
chr12	123584528	123598141	NM_006815	0.606	+	TMED2
chr14	30622318	30735827	NM_001257376	0.606	+	SCFD1
chr17	37514796	37609438	NM_001163544	0.606	-	SYNRG
chr17	37514796	37609438	NM_001163545	0.606	-	SYNRG
chr17	37514796	37609438	NM_001163546	0.606	-	SYNRG
chr17	37514796	37609438	NM_001163547	0.606	-	SYNRG
chr17	37514796	37609438	NM_007247	0.606	-	SYNRG
chr17	37514796	37609438	NM_080550	0.606	-	SYNRG
chr17	37514796	37609438	NM_198882	0.606	-	SYNRG
chr3	19947079	19985175	NM_004162	0.606	+	RAB5A
chr8	97644178	97730260	NM_178812	0.606	+	MTDH
chr1	20651766	20661544	NM_005216	0.606	-	DDOST
chr10	91798393	91865475	NM_025235	0.606	+	TNKS2
chr11	47572196	47579015	NM_018095	0.606	-	KBTBD4
chr11	47572196	47579015	NR_024222	0.606	-	KBTBD4
chr20	37179052	37241622	NM_001135771	0.606	+	RPN2
chr20	37179052	37241622	NM_002951	0.606	+	RPN2
chr5	153991705	154038937	NM_018691	0.606	-	FAM114A2
chr16	22345935	22374617	NM_001802	0.606	-	CDR2
chr3	20168443	20186232	NM_001199251	0.606	-	SGOL1
chr3	20160592	20186232	NM_001199252	0.606	-	SGOL1
chr3	20168443	20186232	NM_001199253	0.606	-	SGOL1
chr3	20160592	20186232	NM_001199254	0.606	-	SGOL1
chr3	20168443	20186232	NM_001199255	0.606	-	SGOL1
chr3	20160592	20186232	NM_001199256	0.606	-	SGOL1
chr3	20160592	20186232	NM_001199257	0.606	-	SGOL1
chr6	30600399	30617307	NM_002714	0.606	-	PPP1R10
chr6	30600399	30617307	NR_072994	0.606	-	PPP1R10
chrX	153785765	153794523	NM_004135	0.606	-	IDH3G
chrX	153785765	153794523	NM_174869	0.606	-	IDH3G
chr1	150646224	150697196	NM_018178	0.606	-	GOLPH3L
chr2	69829685	69879595	NM_178439	0.606	+	GMCL1
chr21	33503930	33542889	NM_001136005	0.606	-	GART
chr3	69019826	69052333	NM_007114	0.606	-	TMF1
chr1	45500183	45511067	NM_015506	0.606	+	MMACHC
chr3	53885198	53891962	NM_021237	0.606	-	SELK
chr5	138946720	139198376	NM_001037633	0.606	-	SIL1
chr5	138946720	139198376	NM_022464	0.606	-	SIL1
chr1	171700155	171742239	NM_001185127	0.606	-	VAMP4
chr1	193012365	193059393	NM_001199261	0.606	-	UCHL5
chr1	193018404	193059393	NM_001199262	0.606	-	UCHL5
chr1	193018404	193059393	NM_001199263	0.606	-	UCHL5
chr1	171700155	171742239	NM_003762	0.606	-	VAMP4
chr1	193012365	193059393	NM_015984	0.606	-	UCHL5
chr1	171700155	171742239	NR_033704	0.606	-	VAMP4
chr10	45727199	45792964	NM_001169106	0.606	+	FAM21C
chr10	45727199	45792964	NM_001169107	0.606	+	FAM21C
chr10	45727199	45792964	NM_015262	0.606	+	FAM21C
chr11	18606400	18634473	NM_194285	0.606	-	SPTY2D1
chr14	92794230	92839961	NM_005113	0.606	+	GOLGA5
chr2	64524304	64593004	NM_001002243	0.606	+	AFTPH
chr2	135741618	135785063	NM_014607	0.606	+	UBXN4
chr2	64524304	64593004	NM_017657	0.606	+	AFTPH
chr2	64524304	64593004	NM_203437	0.606	+	AFTPH
chr4	83407345	83455872	NM_133636	0.606	-	HELQ
chr5	90515625	90529584	NM_001286812	0.606	-	LYSMD3
chr5	90515625	90529584	NM_198273	0.606	-	LYSMD3
chr7	54752246	54759246	NM_001012456	0.606	-	SEC61G
chr7	54752246	54759246	NM_014302	0.606	-	SEC61G
chrX	149932196	149938498	NM_001013845	0.606	-	CXorf40B
chr1	228082659	228099212	NM_001024226	0.606	+	ARF1
chr1	228082659	228099212	NM_001658	0.606	+	ARF1
chr11	14457502	14499858	NM_016451	0.606	-	COPB1
chr14	100376417	100530303	NM_001161476	0.606	+	WDR25
chr14	31291787	31420582	NM_015473	0.606	-	HEATR5A
chr21	33503930	33542892	NM_001136006	0.606	-	GART
chr11	47579009	47584563	NM_004551	0.606	+	NDUFS3
chr3	33798570	33869707	NM_001162429	0.606	+	PDCD6IP
chr3	33798570	33827264	NM_001256192	0.606	+	PDCD6IP
chr3	33798570	33869707	NM_013374	0.606	+	PDCD6IP
chr9	37800785	37867668	NM_024345	0.606	+	DCAF10
chr1	37807800	37809454	NM_001142726	0.606	+	C1orf122
chr1	37807800	37809454	NM_198446	0.606	+	C1orf122
chr10	100150089	100186057	NM_001100626	0.606	-	ERLIN1
chr18	24426644	24453530	NM_018439	0.606	+	IMPACT
chr1	26432281	26471304	NM_001243564	0.606	+	DHDDS
chr1	26432281	26471304	NM_001243565	0.606	+	DHDDS
chr1	26432281	26471304	NM_024887	0.606	+	DHDDS
chr1	26432281	26471304	NM_205861	0.606	+	DHDDS
chr10	93667882	93702572	NM_145246	0.606	-	FRA10AC1
chr13	39655626	39791665	NM_001145079	0.606	+	COG6
chr13	94574053	94596257	NM_014305	0.606	-	TGDS
chr13	39655626	39752628	NM_020751	0.606	+	COG6
chr13	39655626	39752628	NR_026745	0.606	+	COG6
chr14	30622253	30735827	NM_001283031	0.606	+	SCFD1
chr14	30622253	30735827	NM_001283032	0.606	+	SCFD1
chr14	30622253	30735827	NM_001283033	0.606	+	SCFD1
chr14	30622253	30735827	NM_016106	0.606	+	SCFD1
chr14	30622253	30735827	NM_182835	0.606	+	SCFD1
chr7	1160373	1165958	NR_110065	0.606	+	LOC101927021
chr7	1160373	1165958	NR_110066	0.606	+	LOC101927021
chr7	1160373	1165958	NR_110067	0.606	+	LOC101927021
chr7	1160373	1165958	NR_110068	0.606	+	LOC101927021
chr7	1160373	1165958	NR_110069	0.606	+	LOC101927021
chr1	156009047	156020967	NM_003145	0.606	-	SSR2
chr12	57747726	57752447	NM_000075	0.606	-	CDK4
chr13	20973035	21061583	NM_014572	0.606	-	LATS2
chr20	36045617	36050960	NR_027451	0.606	-	LINC00657
chr1	117367462	117525698	NM_006699	0.606	+	MAN1A2
chr16	23522012	23557375	NM_001083614	0.606	-	EARS2
chr16	23522012	23557375	NR_003501	0.606	-	EARS2
chr14	100333787	100376343	NM_173701	0.606	-	WARS
chr14	100333787	100376343	NM_213645	0.606	-	WARS
chr15	80975753	80989864	NM_015154	0.606	-	MESDC2
chr18	13663346	13726592	NM_001098801	0.606	-	FAM210A
chr18	13663346	13726592	NM_152352	0.606	-	FAM210A
chr21	14371115	14383188	NM_006948	0.606	-	HSPA13
chr5	141318489	141320784	NM_005642	0.606	-	TAF7
chr5	177331561	177351884	NM_006816	0.606	-	LMAN2
chrX	119870531	119871828	NM_006978	0.606	-	RNF113A
chr13	23730188	23889448	NM_005932	0.606	-	MIPEP
chr16	56932089	56943881	NM_001010989	0.606	+	HERPUD1
chr16	56932089	56943881	NM_001272103	0.606	+	HERPUD1
chr16	56932089	56943881	NM_014685	0.606	+	HERPUD1
chr2	27032905	27041697	NM_001083590	0.606	+	TMEM214
chr2	27032905	27041697	NM_017727	0.606	+	TMEM214
chr9	133361448	133376166	NM_001280789	0.606	-	SURF4
chr9	133361448	133376166	NM_001280790	0.606	-	SURF4
chr9	133361448	133376166	NM_001280791	0.606	-	SURF4
chr9	133361448	133376166	NM_001280792	0.606	-	SURF4
chr9	133361448	133376166	NM_001280793	0.606	-	SURF4
chr9	133361448	133376166	NM_033161	0.606	-	SURF4
chr17	46923119	46936839	NM_001012511	0.606	+	GOSR2
chr17	46923119	46941367	NM_004287	0.606	+	GOSR2
chr17	46923119	46941367	NM_054022	0.606	+	GOSR2
chr3	169954226	169966734	NR_024409	0.606	-	LOC100128164
chr3	169943983	169966734	NR_027622	0.606	-	LOC100128164
chr6	107867755	107958278	NM_007214	0.606	-	SEC63
chr8	38263131	38269220	NM_001102559	0.606	-	PPAPDC1B
chr8	38266979	38269220	NM_001102560	0.606	-	PPAPDC1B
chr8	38264739	38269220	NM_032483	0.606	-	PPAPDC1B
chr3	25718943	25790039	NM_001145294	0.605	-	NGLY1
chr1	1216907	1232067	NM_016176	0.605	-	SDF4
chr1	1216907	1232067	NM_016547	0.605	-	SDF4
chr10	100150089	100185977	NM_006459	0.605	-	ERLIN1
chr6	7881249	7910077	NM_001145549	0.605	-	TXNDC5
chrX	14006725	14029916	NM_001042479	0.605	-	GEMIN8
chrX	14006725	14029916	NM_001042480	0.605	-	GEMIN8
chrX	14006725	14029916	NM_017856	0.605	-	GEMIN8
chr10	112149863	112183779	NM_001244949	0.605	-	GPAM
chr10	112149863	112183779	NM_020918	0.605	-	GPAM
chr11	14457502	14499869	NM_001144062	0.605	-	COPB1
chr13	23889452	23892103	NM_001135816	0.605	+	C1QTNF9B-AS1
chr4	47847232	47914644	NM_152995	0.605	-	NFXL1
chr7	25118650	25125361	NM_018947	0.605	-	CYCS
chr15	101272181	101277520	NM_018445	0.605	-	VIMP
chr15	101270908	101277520	NM_203472	0.605	-	VIMP
chr13	95801580	96053482	NM_020121	0.605	-	UGGT2
chr19	4657544	4670403	NM_019107	0.605	-	C19orf10
chr2	128091179	128195675	NM_020120	0.605	+	UGGT1
chr1	43979935	43991171	NM_030587	0.605	+	B4GALT2
chr10	119035028	119080822	NM_003750	0.605	-	EIF3A
chr17	30116806	30186475	NM_001261467	0.605	+	NSRP1
chr17	30116806	30186475	NM_032141	0.605	+	NSRP1
chr8	61714787	61714859	NR_039680	0.605	+	MIR4470
chr11	62806859	62832091	NM_001244666	0.605	-	STX5
chr11	62806859	62832091	NM_003164	0.605	-	STX5
chr15	78872780	78897739	NM_001265603	0.605	+	MORF4L1
chr15	78872780	78897739	NM_006791	0.605	+	MORF4L1
chr15	78872780	78897739	NM_206839	0.605	+	MORF4L1
chr3	41199450	41240448	NM_001098209	0.605	+	CTNNB1
chr3	41199450	41240448	NM_001098210	0.605	+	CTNNB1
chr3	41199450	41240448	NM_001904	0.605	+	CTNNB1
chr4	780148	781848	NR_036511	0.605	-	LOC100129917
chr4	780148	781848	NR_036512	0.605	-	LOC100129917
chr7	93991687	94004378	NM_005868	0.605	-	BET1
chr9	111631351	111654351	NM_001015882	0.605	+	DNAJC25
chr9	111631351	111670246	NM_004125	0.605	+	DNAJC25-GNG10
chr9	111631351	111654351	NR_037148	0.605	+	DNAJC25
chr15	44562695	44663678	NM_001160227	0.605	-	SPG11
chr15	44562695	44663678	NM_025137	0.605	-	SPG11
chr6	89326624	89352900	NM_016021	0.605	-	UBE2J1
chr7	116210492	116258783	NM_015641	0.605	+	TES
chr12	101393124	101407794	NM_001177	0.605	-	ARL1
chr11	61792494	61792561	NR_030342	0.605	-	MIR611
chr3	15165361	15205959	NR_027927	0.605	-	COL6A4P1
chr8	22367248	22422736	NM_001128431	0.605	+	SLC39A14
chr8	22367248	22434127	NM_001135154	0.605	+	SLC39A14
chr8	22367248	22422736	NM_015359	0.605	+	SLC39A14
chr1	113073208	113124720	NM_014813	0.605	+	LRIG2
chr12	56316222	56334053	NM_001166279	0.605	-	PAN2
chr12	56316222	56334053	NM_014871	0.605	-	PAN2
chr13	45333470	45341284	NM_001286272	0.605	-	TPT1
chr13	45333470	45341284	NM_001286273	0.605	-	TPT1
chr13	45333470	45341284	NM_003295	0.605	-	TPT1
chr14	91967898	92040059	NM_004239	0.605	-	TRIP11
chr18	21529300	21600732	NM_052911	0.605	-	ESCO1
chr3	20168443	20186206	NM_001012409	0.605	-	SGOL1
chr3	20160592	20186206	NM_001012410	0.605	-	SGOL1
chr3	20168443	20186206	NM_001012411	0.605	-	SGOL1
chr3	20160592	20186206	NM_001012412	0.605	-	SGOL1
chr3	20168443	20186206	NM_001012413	0.605	-	SGOL1
chr3	20160592	20186206	NM_138484	0.605	-	SGOL1
chr4	82818660	82891266	NM_014933	0.605	-	SEC31A
chr6	83164873	83193293	NM_001199918	0.605	-	PGM3
chr6	83166129	83193293	NM_001199919	0.605	-	PGM3
chr6	83164873	83193293	NM_015599	0.605	-	PGM3
chr17	34980497	35003172	NM_002311	0.605	+	LIG3
chr17	34980497	35005069	NM_013975	0.605	+	LIG3
chr3	44861887	44861981	NR_030290	0.605	+	MIR564
chr10	29409533	29422372	NR_003930	0.605	+	LOC102724316
chr10	29409533	29485707	NR_110920	0.605	+	LOC102724316
chr10	29409533	29485707	NR_110921	0.605	+	LOC102724316
chr10	29409533	29485707	NR_110922	0.605	+	LOC102724316
chr10	29409533	29422372	NR_110923	0.605	+	LOC102724316
chr10	29409533	29422372	NR_110924	0.605	+	LOC102724316
chr10	29409533	29469130	NR_110925	0.605	+	LOC102724316
chr10	29409533	29469130	NR_110926	0.605	+	LOC102724316
chr10	29409533	29487856	NR_110927	0.605	+	LOC102724316
chr10	29409533	29469130	NR_110929	0.605	+	LOC102724316
chr2	71109675	71130264	NM_032601	0.605	-	MCEE
chr4	83455964	83461776	NM_016067	0.605	+	MRPS18C
chr5	122063194	122078360	NM_002317	0.605	-	LOX
chr1	171485526	171593511	NM_015172	0.605	+	PRRC2C
chr13	30617692	30659549	NM_005800	0.605	+	USPL1
chr16	4803202	4847302	NM_032569	0.605	-	GLYR1
chr3	129249609	129277773	NM_016128	0.605	+	COPG1
chr1	193059421	193085985	NM_001173524	0.605	+	TROVE2
chr1	193059421	193085985	NR_033393	0.605	+	TROVE2
chr11	67391951	67398412	NM_004584	0.605	+	RAD9A
chr17	81244810	81295339	NM_001037984	0.605	-	SLC38A10
chr17	81250870	81295339	NM_138570	0.605	-	SLC38A10
chr6	13615326	13620895	NM_016167	0.605	+	NOL7
chr9	94030808	94109856	NM_001253830	0.605	+	PTPDC1
chr11	74949246	74979031	NM_014752	0.605	+	SPCS2
chr3	186546066	186570543	NM_001134415	0.605	-	TBCCD1
chr3	186546066	186570543	NM_001286749	0.605	-	TBCCD1
chr4	82818660	82891259	NM_001077206	0.605	-	SEC31A
chr4	82818660	82891259	NM_001077207	0.605	-	SEC31A
chr4	82818660	82891259	NM_001077208	0.605	-	SEC31A
chr4	82818660	82891259	NM_016211	0.605	-	SEC31A
chr5	157785742	157859175	NM_001195555	0.605	-	CLINT1
chr5	157785742	157859175	NM_001195556	0.605	-	CLINT1
chr5	157785742	157859175	NM_014666	0.605	-	CLINT1
chrX	77826364	77895568	NM_032121	0.605	-	MAGT1
chr3	51385236	51389397	NM_006010	0.605	+	MANF
chr6	28903001	28923991	NM_006510	0.605	-	TRIM27
chr10	73744372	73772175	NM_004922	0.605	+	SEC24C
chr10	73744372	73772175	NM_198597	0.605	+	SEC24C
chr4	8366281	8440725	NM_001101667	0.605	-	ACOX3
chr4	8366281	8440725	NM_003501	0.605	-	ACOX3
chr6	53497340	53545129	NM_001197115	0.605	-	GCLC
chr6	53497340	53545129	NM_001498	0.605	-	GCLC
chr9	122239554	122264864	NM_033117	0.605	-	RBM18
chr9	122239554	122264864	NR_027125	0.605	-	RBM18
chr9	122239554	122264864	NR_027126	0.605	-	RBM18
chr2	200853008	200864744	NM_004071	0.605	-	CLK1
chr2	200853008	200864744	NR_027855	0.605	-	CLK1
chr2	200853008	200864744	NR_027856	0.605	-	CLK1
chr5	69234794	69277430	NM_001799	0.605	+	CDK7
chr11	64241131	64244135	NM_001135208	0.605	+	FKBP2
chr11	78435960	78574864	NM_001243251	0.605	-	NARS2
chr11	78435960	78574864	NM_024678	0.605	-	NARS2
chr13	102596935	102679173	NM_003291	0.605	+	TPP2
chr3	186570675	186585800	NM_016306	0.605	+	DNAJB11
chr11	46617275	46676018	NM_001142673	0.605	+	ATG13
chr11	46617275	46676018	NM_001205119	0.605	+	ATG13
chr11	46617275	46676018	NM_001205120	0.605	+	ATG13
chr11	46617275	46676018	NM_001205121	0.605	+	ATG13
chr11	46617275	46676018	NM_001205122	0.605	+	ATG13
chr11	46617275	46676018	NM_014741	0.605	+	ATG13
chr18	35290271	35310766	NR_024565	0.605	+	ZNF271
chr18	35290271	35310766	NR_024566	0.605	+	ZNF271
chr2	46901869	46915868	NM_001171506	0.605	-	MCFD2
chr2	46901869	46915868	NM_001171509	0.605	-	MCFD2
chr2	46901869	46915868	NM_139279	0.605	-	MCFD2
chr9	98056676	98083083	NM_018946	0.605	+	NANS
chr11	14457502	14499895	NM_001144061	0.605	-	COPB1
chr2	201487420	201619182	NM_001168216	0.605	-	ALS2CR11
chr2	201534319	201619182	NM_001168217	0.605	-	ALS2CR11
chr2	201487420	201619182	NM_001168221	0.605	-	ALS2CR11
chr2	201487420	201619182	NM_152525	0.605	-	ALS2CR11
chr1	45493925	45500079	NR_033296	0.605	-	CCDC163P
chr1	45493925	45500079	NR_033297	0.605	-	CCDC163P
chr1	45493925	45500079	NR_033298	0.605	-	CCDC163P
chr13	38349770	38363007	NM_001286703	0.605	+	UFM1
chr13	38349770	38363007	NM_001286704	0.605	+	UFM1
chr13	38349770	38363007	NM_001286705	0.605	+	UFM1
chr13	38349770	38363007	NM_001286706	0.605	+	UFM1
chr13	38349770	38363007	NM_016617	0.605	+	UFM1
chr13	38349770	38363007	NR_104584	0.605	+	UFM1
chr13	38349770	38363007	NR_104585	0.605	+	UFM1
chr18	13726704	13764555	NM_003799	0.605	+	RNMT
chr18	79972866	79988532	NM_006701	0.605	-	TXNL4A
chr9	130577349	130579494	NR_027440	0.605	-	LOC100272217
chr10	91782838	91798291	NR_108071	0.605	-	TNKS2-AS1
chr17	36535554	36539301	NM_178517	0.605	+	PIGW
chr19	48364393	48376377	NM_012451	0.605	+	SYNGR4
chr3	10300928	10321041	NM_001136232	0.605	-	SEC13
chr3	184710366	184712048	NM_022149	0.605	-	MAGEF1
chr5	177592211	177596098	NM_017510	0.605	+	TMED9
chr3	10300928	10321188	NM_001136026	0.605	-	SEC13
chr3	10311576	10321188	NM_001278946	0.605	-	SEC13
chr3	10300928	10321188	NM_030673	0.605	-	SEC13
chr3	10300928	10321188	NM_183352	0.605	-	SEC13
chrX	78104168	78126827	NM_000291	0.605	+	PGK1
chr1	202891101	202927243	NM_021633	0.605	-	KLHL12
chr11	47572196	47578969	NM_016506	0.605	-	KBTBD4
chr22	21642252	21644299	NM_022044	0.605	+	SDF2L1
chr3	25790071	25794534	NM_001145391	0.605	+	OXSM
chr3	25790071	25794534	NM_017897	0.605	+	OXSM
chr3	25790071	25794534	NR_026937	0.605	+	OXSM
chr6	83193312	83196537	NM_033411	0.605	+	RWDD2A
chr2	19910265	19990123	NM_001006657	0.605	-	WDR35
chr2	19910265	19990123	NM_020779	0.605	-	WDR35
chr3	49721475	49723974	NM_013334	0.605	-	GMPPB
chr3	49721475	49723974	NM_021971	0.605	-	GMPPB
chr9	94030793	94109856	NM_177995	0.605	+	PTPDC1
chr12	57516587	57520517	NM_001195053	0.605	-	DDIT3
chr12	57516587	57520517	NM_001195054	0.605	-	DDIT3
chr12	57516587	57520517	NM_001195055	0.605	-	DDIT3
chr12	57516587	57520517	NM_001195056	0.605	-	DDIT3
chr12	57516587	57520517	NM_001195057	0.605	-	DDIT3
chr12	112418731	112509913	NM_002834	0.605	+	PTPN11
chr12	57516587	57520517	NM_004083	0.605	-	DDIT3
chr12	112418731	112486923	NM_080601	0.605	+	PTPN11
chr6	27133037	27133535	NM_021064	0.605	+	HIST1H2AG
chr7	92112148	92134745	NM_001146152	0.605	-	CYP51A1
chr8	22245105	22251167	NM_001722	0.605	+	POLR3D
chr1	201955490	201970661	NM_006335	0.605	+	TIMM17A
chr10	32900317	32958365	NM_002211	0.605	-	ITGB1
chr11	62624825	62646726	NM_001278192	0.605	-	GANAB
chr11	62624825	62646726	NM_001278193	0.605	-	GANAB
chr11	62624825	62646726	NM_001278194	0.605	-	GANAB
chr11	62624825	62646726	NM_198334	0.605	-	GANAB
chr11	62624825	62646726	NM_198335	0.605	-	GANAB
chr15	43735947	43746298	NR_002318	0.605	-	CATSPER2P1
chr2	63840963	63891562	NM_001001521	0.605	+	UGP2
chr6	135283971	135497765	NM_001134830	0.605	-	AHI1
chr6	135283971	135497765	NM_001134831	0.605	-	AHI1
chr6	135387783	135497765	NM_001134832	0.605	-	AHI1
chr6	135283971	135497765	NM_017651	0.605	-	AHI1
chr1	21727845	21783195	NM_001032730	0.605	-	USP48
chr1	21678298	21783195	NM_032236	0.605	-	USP48
chr1	93079234	93139081	NM_001164391	0.605	+	MTF2
chr1	93079234	93139081	NM_001164392	0.605	+	MTF2
chr1	93079234	93139081	NM_001164393	0.605	+	MTF2
chr1	114704463	114716894	NM_002524	0.605	-	NRAS
chr1	93079234	93139081	NM_007358	0.605	+	MTF2
chr12	22448545	22544546	NM_001286173	0.605	-	C2CD5
chr12	22448545	22544546	NM_001286174	0.605	-	C2CD5
chr12	22448545	22544546	NM_001286175	0.605	-	C2CD5
chr12	22448545	22544546	NM_001286176	0.605	-	C2CD5
chr12	22448545	22544546	NM_001286177	0.605	-	C2CD5
chr12	22448545	22544546	NM_014802	0.605	-	C2CD5
chr4	4542130	4710937	NR_037888	0.605	+	STX18-AS1
chr5	144158158	144170714	NM_001024947	0.605	-	YIPF5
chr5	144158158	144170714	NM_001271732	0.605	-	YIPF5
chr5	144158158	144170714	NM_030799	0.605	-	YIPF5
chr11	118572386	118603032	NM_001142281	0.605	+	ARCN1
chr11	118572386	118603032	NM_001655	0.605	+	ARCN1
chr2	197418796	197435047	NM_001005526	0.605	-	SF3B1
chr2	191678071	191688522	NM_001254736	0.605	+	NABP1
chr2	197391973	197435047	NM_012433	0.605	-	SF3B1
chr2	191678071	191688522	NR_045622	0.605	+	NABP1
chr3	37243190	37366879	NM_001172713	0.605	+	GOLGA4
chr3	37243190	37366879	NM_002078	0.605	+	GOLGA4
chr3	123067008	123162106	NM_006810	0.605	+	PDIA5
chr3	123067008	123162106	NR_028444	0.605	+	PDIA5
chr6	52420195	52495785	NM_018100	0.605	+	EFHC1
chr6	52420195	52495785	NR_033327	0.605	+	EFHC1
chr12	100573710	100624907	NM_174942	0.604	+	GAS2L3
chr5	151100705	151157882	NM_001155	0.604	-	ANXA6
chr3	44861915	44865662	NM_144638	0.604	+	TMEM42
chr8	92883529	92965589	NM_001191036	0.604	-	TRIQK
chrX	103687283	103692556	NR_038978	0.604	+	MORF4L2-AS1
chr3	156540139	156555184	NM_007107	0.604	-	SSR3
chr1	172533117	172611833	NM_001282750	0.604	+	SUCO
chr1	172533117	172611833	NM_001282751	0.604	+	SUCO
chr1	172533117	172611833	NM_014283	0.604	+	SUCO
chr2	241675741	241686968	NM_001165031	0.604	-	DTYMK
chr2	241675741	241686968	NM_012145	0.604	-	DTYMK
chr2	241675741	241686968	NR_033255	0.604	-	DTYMK
chr5	132875378	132963662	NM_014423	0.604	-	AFF4
chr11	36483766	36510313	NM_004620	0.604	-	TRAF6
chr11	36483766	36510313	NM_145803	0.604	-	TRAF6
chr5	69093948	69104740	NM_001251969	0.604	+	SLC30A5
chr5	69093948	69131072	NM_022902	0.604	+	SLC30A5
chr5	69093948	69104740	NM_024055	0.604	+	SLC30A5
chr11	67506489	67508187	NM_001271849	0.604	-	CDK2AP2
chr11	67506489	67508187	NR_073484	0.604	-	CDK2AP2
chr6	26026895	26027252	NM_003544	0.604	-	HIST1H4B
chr1	145281115	145281279	NR_104075	0.604	+	RNVU1-14
chrX	15319450	15335554	NM_002641	0.604	-	PIGA
chrX	15319450	15335554	NM_020473	0.604	-	PIGA
chrX	15319450	15335554	NR_033835	0.604	-	PIGA
chrX	15319450	15335554	NR_033836	0.604	-	PIGA
chr18	35251057	35290245	NM_001112734	0.604	-	ZSCAN30
chr18	35251057	35290245	NM_001166012	0.604	-	ZSCAN30
chr18	35251057	35290245	NM_001288711	0.604	-	ZSCAN30
chr4	75724521	75814289	NM_001290049	0.604	+	USO1
chr4	75724521	75814289	NM_003715	0.604	+	USO1
chr1	144412575	144412740	NR_104076	0.604	+	RNVU1-15
chr1	144412575	144412740	NR_104079	0.604	+	RNVU1-16
chr7	54759312	54804963	NR_110040	0.604	+	LOC100996654
chr1	92832036	92841924	NM_000969	0.604	+	RPL5
